id,tanggal,lokasi_dominan
46,13/06/19,Kota Bekasi
47,13/06/19,Kota Bekasi
48,13/06/19,Kabupaten Bekasi
49,13/06/19,Jakarta Selatan
50,13/06/19,Kota Tangerang Selatan
51,13/06/19,Jakarta Pusat
52,13/06/19,Kota Tangerang Selatan
53,13/06/19,Jakarta Timur
54,13/06/19,Kota Yogyakarta
55,13/06/19,Kota Tangerang
56,13/06/19,Kota Tangerang
57,13/06/19,Kabupaten Bekasi
58,13/06/19,Kota Yogyakarta
59,13/06/19,Kabupaten Bogor
60,13/06/19,Jakarta Pusat
61,13/06/19,Kabupaten Tangerang
62,13/06/19,Jakarta Barat
63,13/06/19,Kota Tangerang
64,13/06/19,Jakarta Timur
65,13/06/19,Kota Tangerang Selatan
66,13/06/19,Kabupaten Tangerang
67,13/06/19,Jakarta Utara
68,13/06/19,Jakarta Barat
69,13/06/19,Kota Bekasi
70,13/06/19,Jakarta Barat
71,13/06/19,Kota Depok
72,13/06/19,Kota Depok
73,13/06/19,Kabupaten Bogor
74,13/06/19,Kabupaten Tangerang
75,13/06/19,Kota Tangerang Selatan
76,13/06/19,Kota Tangerang Selatan
77,13/06/19,Kabupaten Bekasi
78,13/06/19,Jakarta Timur
79,13/06/19,Kota Depok
80,13/06/19,Jakarta Selatan
81,13/06/19,Kabupaten Bekasi
82,13/06/19,Jakarta Utara
83,13/06/19,Jakarta Pusat
84,13/06/19,Kota Bogor
85,13/06/19,Kabupaten Bogor
86,13/06/19,Kota Bekasi
87,13/06/19,Kota Depok
88,13/06/19,Kota Tangerang
89,13/06/19,Jakarta Barat
90,13/06/19,Kota Depok
91,13/06/19,Jakarta Barat
92,13/06/19,Kabupaten Tangerang
93,13/06/19,Kota Depok
94,13/06/19,Jakarta Barat
95,13/06/19,Kota Tangerang Selatan
96,13/06/19,Kota Bogor
97,13/06/19,Kota Depok
98,13/06/19,Kota Bogor
99,13/06/19,Kota Depok
100,13/06/19,Jakarta Timur
1,14/06/19,Jakarta Pusat
2,14/06/19,Kabupaten Bogor
3,14/06/19,Jakarta Timur
4,14/06/19,Kota Tangerang
5,14/06/19,Jakarta Barat
6,14/06/19,Jakarta Utara
7,14/06/19,Jakarta Utara
8,14/06/19,Kota Bekasi
9,14/06/19,Kota Bogor
10,14/06/19,Kabupaten Bekasi
11,14/06/19,Kota Bekasi
12,14/06/19,Kota Tangerang
13,14/06/19,Jakarta Selatan
14,14/06/19,Jakarta Utara
15,14/06/19,Jakarta Selatan
16,14/06/19,Kota Bekasi
17,14/06/19,Jakarta Pusat
18,14/06/19,Jakarta Barat
19,14/06/19,Kabupaten Tangerang
20,14/06/19,Jakarta Selatan
21,14/06/19,Jakarta Pusat
22,14/06/19,Kota Tangerang
23,14/06/19,Kabupaten Bogor
24,14/06/19,Kota Bogor
25,14/06/19,Kota Bogor
26,14/06/19,Jakarta Utara
27,14/06/19,Kota Bekasi
28,14/06/19,Kota Tangerang
29,14/06/19,Jakarta Pusat
30,14/06/19,Kota Depok
31,14/06/19,Jakarta Timur
32,14/06/19,Kota Bekasi
33,14/06/19,Kota Bogor
34,14/06/19,Kabupaten Bekasi
35,14/06/19,Jakarta Selatan
36,14/06/19,Kota Bekasi
37,14/06/19,Kota Depok
38,14/06/19,Kabupaten Bekasi
39,14/06/19,Jakarta Pusat
40,14/06/19,Kabupaten Bogor
41,14/06/19,Jakarta Timur
42,14/06/19,Jakarta Pusat
43,14/06/19,Jakarta Timur
44,14/06/19,Kabupaten Tangerang
45,14/06/19,Jakarta Timur
46,14/06/19,Kota Bekasi
47,14/06/19,Jakarta Utara
48,14/06/19,Kota Bekasi
49,14/06/19,Kabupaten Bogor
50,14/06/19,Jakarta Barat
51,14/06/19,Jakarta Pusat
52,14/06/19,Jakarta Utara
53,14/06/19,Jakarta Timur
54,14/06/19,Kota Tangerang Selatan
55,14/06/19,Kabupaten Tangerang
56,14/06/19,Kabupaten Bekasi
57,14/06/19,Kota Depok
58,14/06/19,Kota Bekasi
59,14/06/19,Kabupaten Tangerang
60,14/06/19,Jakarta Pusat
61,14/06/19,Kota Tangerang Selatan
62,14/06/19,Jakarta Barat
63,14/06/19,Kabupaten Bogor
64,14/06/19,Jakarta Selatan
65,14/06/19,Kota Tangerang Selatan
66,14/06/19,Kota Tangerang Selatan
67,14/06/19,Jakarta Utara
68,14/06/19,Jakarta Barat
69,14/06/19,Kota Bekasi
70,14/06/19,Jakarta Selatan
71,14/06/19,Jakarta Timur
72,14/06/19,Kabupaten Bekasi
73,14/06/19,Kabupaten Bogor
74,14/06/19,Kota Bogor
75,14/06/19,Kota Tangerang Selatan
76,14/06/19,Kabupaten Bogor
77,14/06/19,Kota Tangerang Selatan
78,14/06/19,Jakarta Pusat
79,14/06/19,Kota Bogor
80,14/06/19,Jakarta Barat
81,14/06/19,Kabupaten Bekasi
82,14/06/19,Jakarta Utara
83,14/06/19,Kota Tangerang
84,14/06/19,Jakarta Utara
85,14/06/19,Jakarta Barat
86,14/06/19,Jakarta Barat
87,14/06/19,Kota Depok
88,14/06/19,Kota Tangerang
89,14/06/19,Jakarta Barat
90,14/06/19,Kota Depok
91,14/06/19,Jakarta Barat
92,14/06/19,Kota Tangerang
93,14/06/19,Jakarta Barat
94,14/06/19,Jakarta Barat
95,14/06/19,Kota Tangerang Selatan
96,14/06/19,Kota Bogor
97,14/06/19,Kota Bogor
98,14/06/19,Jakarta Timur
99,14/06/19,Kabupaten Bekasi
100,14/06/19,Jakarta Timur
1,15/06/19,Jakarta Pusat
2,15/06/19,Kabupaten Bogor
3,15/06/19,Jakarta Pusat
4,15/06/19,Kota Tangerang
5,15/06/19,Kota Bogor
6,15/06/19,Kota Bogor
7,15/06/19,Kota Depok
8,15/06/19,Kota Depok
9,15/06/19,Kota Bogor
10,15/06/19,Jakarta Timur
11,15/06/19,Kota Bekasi
12,15/06/19,Kota Bekasi
13,15/06/19,Jakarta Selatan
14,15/06/19,Kabupaten Bogor
15,15/06/19,Jakarta Utara
16,15/06/19,Kota Bekasi
17,15/06/19,Kota Tangerang
18,15/06/19,Jakarta Barat
19,15/06/19,Kabupaten Tangerang
20,15/06/19,Kota Bogor
21,15/06/19,Jakarta Pusat
22,15/06/19,Kota Tangerang
23,15/06/19,Kabupaten Bogor
24,15/06/19,Kota Bogor
25,15/06/19,Kota Bogor
26,15/06/19,Jakarta Utara
27,15/06/19,Kota Bekasi
28,15/06/19,Kota Tangerang
29,15/06/19,Kabupaten Bogor
30,15/06/19,Kota Depok
31,15/06/19,Jakarta Timur
32,15/06/19,Kota Bekasi
33,15/06/19,Kota Bogor
34,15/06/19,Kabupaten Bekasi
35,15/06/19,Jakarta Selatan
36,15/06/19,Kota Bekasi
37,15/06/19,Kota Depok
38,15/06/19,Kabupaten Bekasi
39,15/06/19,Jakarta Pusat
40,15/06/19,Jakarta Utara
41,15/06/19,Kota Tangerang Selatan
42,15/06/19,Jakarta Pusat
43,15/06/19,Kota Depok
44,15/06/19,Kabupaten Tangerang
45,15/06/19,Kabupaten Tangerang
46,15/06/19,Kota Bekasi
47,15/06/19,Kota Depok
48,15/06/19,Kabupaten Bekasi
49,15/06/19,Jakarta Timur
50,15/06/19,Kota Tangerang Selatan
51,15/06/19,Jakarta Pusat
52,15/06/19,Kota Bogor
53,15/06/19,Jakarta Timur
54,15/06/19,Kota Bekasi
55,15/06/19,Jakarta Pusat
56,15/06/19,Kabupaten Bogor
57,15/06/19,Jakarta Timur
58,15/06/19,Kota Bekasi
59,15/06/19,Jakarta Selatan
60,15/06/19,Jakarta Pusat
61,15/06/19,Jakarta Selatan
62,15/06/19,Jakarta Barat
63,15/06/19,Jakarta Barat
64,15/06/19,Jakarta Timur
65,15/06/19,Kota Tangerang Selatan
66,15/06/19,Kota Bogor
67,15/06/19,Jakarta Utara
68,15/06/19,Jakarta Utara
69,15/06/19,Kota Bekasi
70,15/06/19,Jakarta Selatan
71,15/06/19,Jakarta Utara
72,15/06/19,Kota Depok
73,15/06/19,Kabupaten Bogor
74,15/06/19,Jakarta Utara
75,15/06/19,Kota Tangerang Selatan
76,15/06/19,Jakarta Timur
77,15/06/19,Kabupaten Bogor
78,15/06/19,Kota Depok
79,15/06/19,Kota Bogor
80,15/06/19,Kota Bogor
81,15/06/19,Kabupaten Bekasi
82,15/06/19,Jakarta Utara
83,15/06/19,Kabupaten Bekasi
84,15/06/19,Jakarta Timur
85,15/06/19,Kabupaten Bekasi
86,15/06/19,Kota Tangerang
87,15/06/19,Kota Depok
88,15/06/19,Kota Tangerang
89,15/06/19,Jakarta Barat
90,15/06/19,Kota Depok
91,15/06/19,Jakarta Barat
92,15/06/19,Kota Depok
93,15/06/19,Jakarta Barat
94,15/06/19,Kota Bogor
95,15/06/19,Kota Tangerang Selatan
96,15/06/19,Kota Bogor
97,15/06/19,Kota Tangerang Selatan
98,15/06/19,Jakarta Timur
99,15/06/19,Jakarta Timur
100,15/06/19,Jakarta Timur
